"","X","r.id","id","institutionCode","collectionCode","ownerInstitutionCode","collectionID","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","lifeStage","sex","individualCount","preparations","country","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","rights","rightsHolder","accessRights","recordId","references","scinam"
"52394",32159,38974,"1333362","UMD","DUL","","3dd7aa0e-256c-4aca-b022-94f6b55f0f5d","PreservedSpecimen","5772215c-ddf7-46dc-a43b-0edc20770cd4","DUL-36135","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Koch, Rudy G.","RGK07930","26874",1973,7,29,210,210,"26874","","","","",NA,"","","",NA,"",NA,1,"","United States","Wisconsin","Douglas","Dairyland","T43N R15W S10","",46.43191,-91.91336,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43564.45069","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:5772215c-ddf7-46dc-a43b-0edc20770cd4","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=1333362",NA
"52395",37366,44239,"590927","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aab09382-f95b-11e2-9dec-002590257708","SUWS012730","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Olson, Patti","7865","28680",1978,7,9,190,190,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Wisconsin Point, a sand spit forming the Superior Harbor.","",46.43191,-91.91336,"13475","","T49N R13W","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:d7643680-5a2d-4f4f-a64c-c447a8802243","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=590927",NA
"52400",52291,59463,"591353","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aab47f7e-f95b-11e2-9dec-002590257708","SUWS013363","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Stangle, Daniel C.","99/10","36410",1999,9,7,250,250,"","","Roadside, sunny, sandy soil.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Wisconsin Point, a sand spit forming the Superior Harbor. Toward the end of point, near roadside on E side","",46.43191,-91.91336,"13776","","T49N R13W","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:0cfecf5b-8bd5-4f8c-b98e-607e1d3e1f1c","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=591353",NA
"52401",53401,60601,"593600","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aad3bbbe-f95b-11e2-9dec-002590257708","SUWS016709","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Pearson, Tyrus","33/03","37873",2003,9,9,252,252,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","N/A","",46.43191,-91.91336,"14783","","T49N R14W","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:4671958e-ce51-4ee0-bea1-6b885f22c80e","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=593600",NA
"52415",33039,39862,"5264017","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","3e757dc1-06d0-4acc-bb2a-cd404e82c91e","v0017440WIS","127524","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Koch, Rudy","8774","27233",1974,7,23,204,204,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Ashland","","Long Island, an sand formed island in Lake Superior, S of Madeline Island in (but not part of) the Apostle Island group; opening near Coast Guard Station.","",46.26472,-90.68349,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:3e757dc1-06d0-4acc-bb2a-cd404e82c91e","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5264017",NA
"52416",33040,39863,"638295","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","b3b0c01a-f95b-11e2-9dec-002590257708","v0017440WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Lynch, S. P.","31263","","","","","","Koch, Rudy G.","8774","27233",1974,7,23,204,204,"","","","","",NA,"[det. x purpurascens or speciosa? - S.P.Lynchm 1985]","","",NA,"",NA,NA,"","United States","Wisconsin","Ashland","","Long Island, an sand formed island in Lake Superior, S of Madeline Island in (but not part of) the Apostle Island group; opening near Coast Guard Station.","",46.26472,-90.68349,"60907","","T49N R03W","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:32a87531-ab40-409e-b6dd-4f0e08a1072a","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=638295",NA
"52419",46699,53769,"5194687","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","8b4f106d-6d07-4af2-b77e-8ca2957ecd4a","v0017198WIS","127284","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet","6172","33389",1991,5,31,151,151,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Ashland","","Cat Island","",46.26472,-90.68349,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:8b4f106d-6d07-4af2-b77e-8ca2957ecd4a","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5194687",NA
"52420",46711,53781,"5136880","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","b89677e2-7cc1-48a7-b8e1-cb35be8f84af","v0017197WIS","127283","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet","6256","33393",1991,6,4,155,155,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Ashland","","Ironwood Island","",46.26472,-90.68349,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:b89677e2-7cc1-48a7-b8e1-cb35be8f84af","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5136880",NA
"52422",47100,54172,"5152854","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","a245ba96-bc0d-4d14-982f-d6472be99538","v0017193WIS","127279","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet","7786","33468",1991,8,18,230,230,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Ashland","","Oak Island","",46.26472,-90.68349,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:a245ba96-bc0d-4d14-982f-d6472be99538","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5152854",NA
"52424",47283,54360,"5171029","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","a74e89af-e861-4e9f-8882-85ec4b55c791","v0017200WIS","127286","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet","8734","33771",1992,6,16,168,168,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Ashland","","Madeline Island; CTH H, Chebomnicon Bay","",46.26472,-90.68349,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:a74e89af-e861-4e9f-8882-85ec4b55c791","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5171029",NA
"52425",47630,54718,"5211727","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","322b5d0c-456d-49ad-b677-cd86562ce159","v0017196WIS","127282","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Judziewicz, Emmet","9692","33820",1992,8,4,217,217,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Ashland","","Rocky Island","",46.26472,-90.68349,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:322b5d0c-456d-49ad-b677-cd86562ce159","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5211727",NA
"52428",34220,41053,"ade4dd12-b05b-4a79-a50f-a5d8460d4a19","UWSP","kanu","ku","","preservedspecimen","0d12d9d2-ba8b-11e3-8cfe-90b11c41863e","","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","rudy g koch","","27595",1975,7,20,201,201,"","","","9524","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Iron","","hurley, sw side","",46.2642,-90.23651,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","2017-08-09T14:32:30.156448+00:00","","","","","",NA
"52429",34221,41054,"1333090","UMD","DUL","","3dd7aa0e-256c-4aca-b022-94f6b55f0f5d","PreservedSpecimen","2a4b7033-53ba-4c66-a806-7d0bd1772c93","DUL-35863","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Koch, Rudy G.","RGK09524","27595",1975,7,20,201,201,"27595","","","","",NA,"","","",NA,"",NA,1,"","United States","Wisconsin","Iron","Hurley","T46N R2E S35","",46.2642,-90.23651,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43564.45069","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:2a4b7033-53ba-4c66-a806-7d0bd1772c93","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=1333090",NA
"52432",52638,59819,"5245773","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","41582910-3d2d-4597-a505-7a7a81b04278","v0075619WIS","185515","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Williams, Andrew","00-08","36765",2000,8,27,240,240,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Iron","","Hwy 51 ROW by powerlines","",46.2642,-90.23651,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:41582910-3d2d-4597-a505-7a7a81b04278","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5245773",NA
"52480",31820,38633,"4987656","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","86aaff34-67c0-4e08-96f4-cc19c6cb734c","v0017748WIS","127832","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Lesnick, C.","5","26849",1973,7,4,185,185,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Washburn","","off Hwy 48, E of Red Cedar Lake","",45.90059,-91.79169,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:86aaff34-67c0-4e08-96f4-cc19c6cb734c","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4987656",NA
"52484",31953,38766,"5042309","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","8dfce88f-f660-414e-bcdb-dfca850255d9","v0017750WIS","127834","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Peters, L.; Bell, E.","20","26859",1973,7,14,195,195,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Washburn","","across from Dam on CTH D; Brill River","",45.90059,-91.79169,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:8dfce88f-f660-414e-bcdb-dfca850255d9","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5042309",NA
"52485",31955,38768,"5187297","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","aade982e-7d33-4154-bfdd-6b8ecfd557c6","v0017749WIS","127833","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Peters, L.; Bell, E.","20","26859",1973,7,14,195,195,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Washburn","","across from Dam on CTH D; Brill River","",45.90059,-91.79169,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:aade982e-7d33-4154-bfdd-6b8ecfd557c6","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5187297",NA
"52513",30498,37294,"4982486","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","33713ecf-d29e-411c-a803-3adcc4a6e73b","v0017385WIS","127469","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Nee, Mike","4632","26171",1971,8,26,238,238,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Sawyer","","N/A","",45.88121,-91.14427,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:33713ecf-d29e-411c-a803-3adcc4a6e73b","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4982486",NA
"52585",52639,59820,"4984005","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","9a8d8787-97ed-4182-ac6d-1e03a54d1677","v0075620WIS","185516","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Williams, Andrew","00-09","36765",2000,8,27,240,240,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Price","","Hwy 70 ROW","",45.68343,-90.35874,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:9a8d8787-97ed-4182-ac6d-1e03a54d1677","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4984005",NA
"52587",43407,50413,"9341279","USCH","MAIN","","a13355a1-1ccc-46d9-9672-521d8d668804","PreservedSpecimen","592d9f06-ff6d-11e2-9beb-001c23ce290f","","57508","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","Ordway, E.","","","","","","","Ordway, E.","","31263",1985,8,4,216,216,"","","Strandness Prairie, 4 mi NE of Starbuck, T125N R38W S6. University of Minnesota , Morris; Flora of Minnesota","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Pope","","Locality Not Recorded","",45.58652,-95.4428,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43609.60347","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:e37e4ec4-031b-4ab2-999e-7e15f43b05c3","http://midwestherbaria.org/portal/collections/individual/index.php?occid=9341279",NA
"52590",39485,46413,"1335387","UMD","DUL","","3dd7aa0e-256c-4aca-b022-94f6b55f0f5d","PreservedSpecimen","37ae1c87-8d00-4b35-b96e-334cff7ef639","DUL-38167","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Phelps, V.","VP074","29405",1980,7,3,185,185,"29405","","","","",NA,"","","",NA,"",NA,1,"","United States","Minnesota","Chisago","Goose Creek Natural Area","T36N R20W SW¼ SE¼ S7","",45.50373,-92.90497,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43564.45069","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:37ae1c87-8d00-4b35-b96e-334cff7ef639","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=1335387",NA
"52646",31193,38001,"5145098","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","e0a55051-b5f4-4b4e-b791-de60948286d7","v0012887WIS","123005","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Hansen, Bruce; Hansen, JoAnn","1287","26536",1972,8,25,238,238,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Barron","","2.5 NW of Cameron","",45.42621,-91.85039,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:e0a55051-b5f4-4b4e-b791-de60948286d7","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5145098",NA
"52678",42985,49977,"5135387","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","b8dd70ff-c1b5-4aeb-8dcb-5c813bc5e818","v0017396WIS","127480","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Reimann, A.","276","30874",1984,7,11,193,193,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Taylor","","Spirit Lake public boat landing off Hwy 102","",45.21272,-90.49958,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:b8dd70ff-c1b5-4aeb-8dcb-5c813bc5e818","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5135387",NA
"52681",48539,55640,"5231641","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","0023e8d1-a8c1-4cf5-aa64-0c623737cab9","v0082578WIS","192469","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Fields, Douglas","413","34167",1993,7,17,198,198,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Taylor","","On FR 119, near Perkinstown Ski Area, Chequamegon National Forest.","",45.21272,-90.49958,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:0023e8d1-a8c1-4cf5-aa64-0c623737cab9","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5231641",NA
"52683",48542,55643,"703398","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","ba2f7102-f95b-11e2-9dec-002590257708","v0082578WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Fields, Douglas M.","413","34167",1993,7,17,198,198,"","","Roadside.","","",NA,"Common.","","",NA,"",NA,NA,"","United States","Wisconsin","Taylor","","On FR 119, near Perkinstown Ski Area, Chequamegon National Forest.","",45.21272,-90.49958,"97811","","T31N R02W sec08","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:349532bb-68fd-4b71-97a1-8b5c92d353f5","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=703398",NA
"52688",49590,56717,"703445","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","ba30117a-f95b-11e2-9dec-002590257708","v0082625WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Fields, Douglas M.","2201","34559",1994,8,13,225,225,"","","Along the railroad tracks.","","",NA,"Flowers deep red-purple.","","",NA,"",NA,NA,"","United States","Wisconsin","Taylor","","S of Donald","",45.21272,-90.49958,"97854","","T32N R04W sec20","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:b9b1cc88-cc0f-4291-88ec-a0d730ed9fa1","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=703445",NA
"52689",49591,56718,"4999000","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","fc7ba2e0-3123-42cd-8ba4-a5938b4e1db7","v0082625WIS","192516","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Fields, Douglas","2201","34559",1994,8,13,225,225,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Taylor","","S of Donald","",45.21272,-90.49958,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:fc7ba2e0-3123-42cd-8ba4-a5938b4e1db7","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4999000",NA
"52812",32104,38919,"12315275","CM","","","a3883acd-bc7d-40f2-a6e4-372a3435e5d1","PreservedSpecimen","1B230417-F23A-4C80-B05B-76DEF7F168BB","CM216492","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Bland, M.K.","s.n.","26870",1973,7,25,206,206,"26870","","Bottomland forest","","",NA,"","","fl",NA,"",NA,NA,"","United States","Wisconsin","Dunn","","along Chippewa River","",44.94826,-91.89863,"","",",","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","38691","http://creativecommons.org/publicdomain/zero/1.0/","Carnegie Museum of Natural History","","urn:uuid:01b67379-af5a-4bf8-be9a-900333a6b50a","http://midwestherbaria.org/portal/collections/individual/index.php?occid=12315275",NA
"52819",34184,41016,"533165","UWEC","VP","","40f4d176-ade8-4036-8c1d-4e6b5ebcf545","PreservedSpecimen","ab31f7ec-f95b-11e2-9dec-002590257708","UWEC02322","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Iltis, Hugh H.","34700","","","","","","Krause, F.","75-54","27592",1975,7,17,198,198,"","","Roadside, abandoned field.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Dunn","","Tyrone area","",44.94826,-91.89863,"15365","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42438.87014","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:c35112ca-2d8a-4911-87bb-ca9fbaa7211e","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=533165",NA
"52845",54404,61647,"5029011","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","5c545e85-c4ca-4e95-9b99-31ba77ab6b9d","v0258005WIS","366408","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Williams, Andrew","2009-03","40003",2009,7,9,190,190,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Clark","","Beside Hwy 95","",44.73606,-90.60958,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:5c545e85-c4ca-4e95-9b99-31ba77ab6b9d","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5029011",NA
"52858",31281,38091,"19849288","LSU","Vascular Plants","LSU","fe609977-5b39-49c5-905a-32ca83233244","PreservedSpecimen","3df7c065-c819-4a83-9fd5-ef458082bb94","LSU00194585","186015","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","common milkweed","","","John Taylor; Connie Taylor","12299","26543",1972,9,1,245,245,"26543","","On granite outcrop.","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Yellow Medicine","","0.5 miles south of Granite Falls.","",44.71605,-95.87141,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","Abigayle Hogan","43035.60278","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:60d4e0a1-6781-4dae-93ae-75b9562a36ed","http://midwestherbaria.org/portal/collections/individual/index.php?occid=19849288",NA
"52971",30428,37218,"5201667","WIS","","","b20b8d91-3255-4926-93e6-af9c6ad60faf","PreservedSpecimen","a3556bf8-c011-4bec-8bc3-1ca594724214","v0017438WIS","127522","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","","","","Mori, Scott","854","26158",1971,8,13,225,225,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Wood","","3mi N of Finley on Hwy 80","",44.45581,-90.03761,"","","","","","","","county centroid",NA,NA,NA,NA,NA,"","","","","42293.18125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:a3556bf8-c011-4bec-8bc3-1ca594724214","http://midwestherbaria.org/portal/collections/individual/index.php?occid=5201667",NA
